Date,text,sentiment
2021-06-17,"Recent news involves multiple developments in gold mining, exploration, and trading. Sudan has signed nine concession deals for gold and copper mining, while other companies like Newcore Gold, GGX Gold, and Tombill Mines are reporting positive results from drill programs and exploration activities. Meanwhile, in India, authorities seized a significant quantity of smuggled gold, and the government has implemented mandatory hallmarking for gold jewelry.",positive
2021-06-18,"Sudan has signed nine concession deals for gold and copper mining. Bank of Ghana has launched a domestic gold purchase program. AngloGold Ashanti faces challenges due to a CEO vacuum, impacting its stock performance.",negative
2021-06-19,"Sudan has signed nine concession deals for gold and copper mining. Bank of Ghana has launched a domestic gold purchase program. AngloGold Ashanti faces challenges due to a CEO vacuum, impacting its stock performance.",negative
2021-06-20,"Customs officials seized gold worth Rs 17 lakh from a passenger arriving from Dubai at Jaipur airport.
The Supreme Court has allowed Goldman Sachs to seek review of an investor lawsuit.
Bank of Ghana has initiated a local gold buying program to increase its gold reserves.
",positive
2021-06-21,"Customs officials seized gold worth Rs 17 lakh from a passenger arriving from Dubai at Jaipur airport.
The Supreme Court has allowed Goldman Sachs to seek review of an investor lawsuit.
Bank of Ghana has initiated a local gold buying program to increase its gold reserves.
",positive
2021-06-22,"Advance United Holdings Inc. announces new board of directors appointments with a different approach to junior gold mining. Chaarat Gold enters a new investment agreement with Ciftay. DGCX signs MOU with Financial Markets Regulatory in Sudan to strengthen the gold.

Silvercorp intersects vein LM5 with 0.91 metres true width grading 6,455 grams per tonne silver and 10 grams per tonne gold at the LME mine in Ying Mining District, China. Talisker intersects 1.17 g/t gold over 106.75 metres of intrusion-hosted mineralization in the Pioneer Block at Bralorne. Senate body rejects a 17 percent sales tax on gold jewelry.

Zimbabwe is losing a third of its gold output to smugglers, costing the country significant revenue. DGCX and FMA sign MOU in Sudan to enhance the gold market across Africa. The price of gold has increased to Rs90,700 per 10gm.",positive
2021-06-23,"Advance United Holdings Inc. announces new board of directors appointments with a different approach to junior gold mining. Chaarat Gold enters a new investment agreement with Ciftay. DGCX signs MOU with Financial Markets Regulatory in Sudan to strengthen the gold.

Silvercorp intersects vein LM5 with 0.91 metres true width grading 6,455 grams per tonne silver and 10 grams per tonne gold at the LME mine in Ying Mining District, China. Talisker intersects 1.17 g/t gold over 106.75 metres of intrusion-hosted mineralization in the Pioneer Block at Bralorne. Senate body rejects a 17 percent sales tax on gold jewelry.

Zimbabwe is losing a third of its gold output to smugglers, costing the country significant revenue. DGCX and FMA sign MOU in Sudan to enhance the gold market across Africa. The price of gold has increased to Rs90,700 per 10gm.",positive
2021-06-24,"Several companies are actively involved in gold exploration and development, with some receiving permits to begin exploration at gold projects.
Indonesia plans to establish its own bullion bank to boost domestic gold trade, while in South Africa, there's a gold rush to the data digital age.
The FBI feared that Pennsylvania would seize a fabled cache of Civil War-era gold, and B2Gold has commenced international arbitration proceedings against the Republic of Mali relating to the Menankoto permit.",positive
2021-06-25,"Several companies are actively involved in gold exploration and development, with some receiving permits to begin exploration at gold projects.
Indonesia plans to establish its own bullion bank to boost domestic gold trade, while in South Africa, there's a gold rush to the data digital age.
The FBI feared that Pennsylvania would seize a fabled cache of Civil War-era gold, and B2Gold has commenced international arbitration proceedings against the Republic of Mali relating to the Menankoto permit.",positive
2021-06-26,"FBI feared that Pennsylvania would seize a long-lost Civil War gold cache if they were informed about it. There is instability in Sahel, and Jihadi gold rush is fueling violence in Africa. Also, demand for gold loans spikes as lockdown brings down income levels.",negative
2021-06-27,"FBI feared that Pennsylvania would seize a long-lost Civil War gold cache if they were informed about it. There is instability in Sahel, and Jihadi gold rush is fueling violence in Africa. Also, demand for gold loans spikes as lockdown brings down income levels.",negative
2021-06-28,"COVID-19 cases have been recorded at the Newmont Corporation Granites gold mine.
There have been discoveries and updates regarding gold exploration projects in various locations, including Cardinia, Cardigan, Tabakorole, and Bralorne.
 Younger Indians are preferring cryptocurrencies over gold, while gold smuggling cases are under investigation in Kerala.",neutral
2021-06-29,"COVID-19 cases have been recorded at the Newmont Corporation Granites gold mine.
There have been discoveries and updates regarding gold exploration projects in various locations, including Cardinia, Cardigan, Tabakorole, and Bralorne.
 Younger Indians are preferring cryptocurrencies over gold, while gold smuggling cases are under investigation in Kerala.",neutral
2021-06-30,"Gold price forecast shows rebound from multi-month lows, holding above $1,760. Bolivia seeks to stabilize its economy with vaccines and gold. A gold smuggling case was registered at Chennai airport, where gold worth Rs 31 lakh was seized and a flyer was arrested.
",positive
2021-07-01,"Gold price forecast shows rebound from multi-month lows, holding above $1,760. Bolivia seeks to stabilize its economy with vaccines and gold. A gold smuggling case was registered at Chennai airport, where gold worth Rs 31 lakh was seized and a flyer was arrested.
",positive
2021-07-02,Gold and silver rates are being closely watched to determine price trends on the last trading day. Fosterville South received multiple high-grade gold assays from sampling at Beechworth Project. Fortuna and Roxgold have completed their combination to create a global premier growth-oriented intermediate gold and silver producer.,neutral
2021-07-03,Gold and silver rates are being closely watched to determine price trends on the last trading day. Fosterville South received multiple high-grade gold assays from sampling at Beechworth Project. Fortuna and Roxgold have completed their combination to create a global premier growth-oriented intermediate gold and silver producer.,neutral
2021-07-04,"- Emmerson Resources' shares rose after discovering a significant gold intersection at the Mauretania Project.
- First Mining suspends operations at Springpole Gold Project in Ontario due to forest fire.
- Authorities are investigating gold smuggling attempts in both India and Venezuela.
",positive
2021-07-05,"- Emmerson Resources' shares rose after discovering a significant gold intersection at the Mauretania Project.
- First Mining suspends operations at Springpole Gold Project in Ontario due to forest fire.
- Authorities are investigating gold smuggling attempts in both India and Venezuela.
",positive
2021-07-06,"Several companies, including Dynasty Gold, Ximen Mining, Canagold, and others, are exploring and reporting high-grade gold discoveries in various locations like British Columbia, Arizona and Victoria, Australia. Zimbabwe is planning to register gold miners to curb smuggling, while Sri Lanka issued commemorative gold coins to mark the Chinese Communist Party's centenary. Additionally, AngloGold Ashanti has appointed Alberto Calderon as its new CEO.
",neutral
2021-07-07,"Several companies, including Dynasty Gold, Ximen Mining, Canagold, and others, are exploring and reporting high-grade gold discoveries in various locations like British Columbia, Arizona and Victoria, Australia. Zimbabwe is planning to register gold miners to curb smuggling, while Sri Lanka issued commemorative gold coins to mark the Chinese Communist Party's centenary. Additionally, AngloGold Ashanti has appointed Alberto Calderon as its new CEO.
",neutral
2021-07-08,"Major buyers like Hstern, Ourominas, and Dgold are involved in purchasing illegal gold from indigenous Yanomami territory, where gold is freely sold. Volcanic reports high grade gold and silver results in initial holes at Holly Project in Guatemala. Dundee Precious Metals achieves record gold production and announces second quarter 2021 preliminary results.",positive
2021-07-09,"Major buyers like Hstern, Ourominas, and Dgold are involved in purchasing illegal gold from indigenous Yanomami territory, where gold is freely sold. Volcanic reports high grade gold and silver results in initial holes at Holly Project in Guatemala. Dundee Precious Metals achieves record gold production and announces second quarter 2021 preliminary results.",positive
2021-07-10,"Gold price forecast suggests a potential rally, but it remains uncertain whether it will be a rebound or a reversal. Global gold ETF flow was subdued in June at 29 tonnes. Sovereign Gold Bond subscriptions are opening on July 12, offering an opportunity to buy gold at potentially great prices for 5 days.",negative
2021-07-11,"Gold price forecast suggests a potential rally, but it remains uncertain whether it will be a rebound or a reversal. Global gold ETF flow was subdued in June at 29 tonnes. Sovereign Gold Bond subscriptions are opening on July 12, offering an opportunity to buy gold at potentially great prices for 5 days.",negative
2021-07-12,"Here is a summary of the provided news articles relating to the gold market:

Indians are offloading gold heirlooms due to financial strain caused by the COVID-19 crisis, while some are shifting their investment preferences from gold to cryptocurrency. Experts estimate strength in gold and silver, and gold fundamentals are strong, with potential for price increases. Several companies are actively involved in gold exploration, drilling, and mining projects across various locations, including Nevada, Ecuador, and Australia, and AngloGold Ashanti is seeking to acquire Corvus Gold.
",positive
2021-07-13,"Here is a summary of the provided news articles relating to the gold market:

Indians are offloading gold heirlooms due to financial strain caused by the COVID-19 crisis, while some are shifting their investment preferences from gold to cryptocurrency. Experts estimate strength in gold and silver, and gold fundamentals are strong, with potential for price increases. Several companies are actively involved in gold exploration, drilling, and mining projects across various locations, including Nevada, Ecuador, and Australia, and AngloGold Ashanti is seeking to acquire Corvus Gold.
",positive
2021-07-14,"AngloGold Ashanti seeks to acquire the remaining stake in Corvus Gold to advance US projects.
 Jaipur Airport authorities seized 1.4 kg of gold, valued at Rs 69 lakh, and arrested one individual.
 Barrick's second-quarter gold output experienced a 5.4% decrease because of maintenance shutdowns.",negative
2021-07-15,"AngloGold Ashanti seeks to acquire the remaining stake in Corvus Gold to advance US projects.
 Jaipur Airport authorities seized 1.4 kg of gold, valued at Rs 69 lakh, and arrested one individual.
 Barrick's second-quarter gold output experienced a 5.4% decrease because of maintenance shutdowns.",negative
2021-07-16,"Indian gold dealers are offering discounts to boost demand as prices have increased. Switzerland accounts for half of India's gold imports in FY21. Also, the High Court in Kerala is hearing bail pleas in a gold smuggling case.
",positive
2021-07-17,"Indian gold dealers are offering discounts to boost demand as prices have increased. Switzerland accounts for half of India's gold imports in FY21. Also, the High Court in Kerala is hearing bail pleas in a gold smuggling case.
",positive
2021-07-18,"- Six SIU cops were arrested for allegedly stealing 65 tolas of gold.
- In Agra, India, a finance company was robbed of 15 kg of gold and Rs 5 lakh, resulting in two fatalities during a police encounter with the robbers.
- The UK government is backing Juan Guaido in the legal battle over $1 billion of Venezuelan gold held in the Bank of England.",neutral
2021-07-19,"- Six SIU cops were arrested for allegedly stealing 65 tolas of gold.
- In Agra, India, a finance company was robbed of 15 kg of gold and Rs 5 lakh, resulting in two fatalities during a police encounter with the robbers.
- The UK government is backing Juan Guaido in the legal battle over $1 billion of Venezuelan gold held in the Bank of England.",neutral
2021-07-20,"Gold prices edged higher as the Delta variant of the virus threatens global economic recovery.
Endeavour Silver signs an agreement to acquire Bruner Gold Project in Nye County, Nevada.
The UK government backs Guaidó in Venezuela gold dispute.",positive
2021-07-21,"Gold prices edged higher as the Delta variant of the virus threatens global economic recovery.
Endeavour Silver signs an agreement to acquire Bruner Gold Project in Nye County, Nevada.
The UK government backs Guaidó in Venezuela gold dispute.",positive
2021-07-22,"Eldorado Gold is acquiring shares of Probe Metals Inc. Israeli imports of gold jewelry have more than tripled in Q2. Gold falls as US Treasuries strengthen. 
",positive
2021-07-23,"Eldorado Gold is acquiring shares of Probe Metals Inc. Israeli imports of gold jewelry have more than tripled in Q2. Gold falls as US Treasuries strengthen. 
",positive
2021-07-24,"Customs officials have arrested airline staff for gold smuggling at Delhi airport, seizing gold worth 7.2 million rupees.
Meanwhile, in the Tokyo Olympics, several countries including China, Australia, Iran, Thailand and the USA have won gold medals in various sports.
Additionally, Australian gold miners are investing and expanding their operations in North America.",positive
2021-07-25,"Customs officials have arrested airline staff for gold smuggling at Delhi airport, seizing gold worth 7.2 million rupees.
Meanwhile, in the Tokyo Olympics, several countries including China, Australia, Iran, Thailand and the USA have won gold medals in various sports.
Additionally, Australian gold miners are investing and expanding their operations in North America.",positive
2021-07-26,"Gold prices edged lower, closing below $1,800 for the first time in nearly three weeks, while analysts gave their forecasts for Barrick Gold Corporation.
Meanwhile, a non-executive director of AEX Gold bought 128,000 shares, and China's net gold imports via Hong Kong rebounded in June.
In other news, several athletes won gold medals at the Tokyo Olympics, and Egypt signed gold exploration deals with Canadian company Barrick Gold.",negative
2021-07-27,"Gold prices edged lower, closing below $1,800 for the first time in nearly three weeks, while analysts gave their forecasts for Barrick Gold Corporation.
Meanwhile, a non-executive director of AEX Gold bought 128,000 shares, and China's net gold imports via Hong Kong rebounded in June.
In other news, several athletes won gold medals at the Tokyo Olympics, and Egypt signed gold exploration deals with Canadian company Barrick Gold.",negative
2021-07-28,Gold prices remained stable as investors awaited the Federal Reserve's verdict. Gold Resource Corporation reported a strong year-to-date operating cash flow of $16.1 million. Romania's Roman gold mines received UNESCO heritage status.,positive
2021-07-29,Gold prices remained stable as investors awaited the Federal Reserve's verdict. Gold Resource Corporation reported a strong year-to-date operating cash flow of $16.1 million. Romania's Roman gold mines received UNESCO heritage status.,positive
2021-07-30,"Recent news includes stories about Ireland's historical gold, genomic sequencing linking a mystery case to a Victorian outbreak, stricter rules in Sydney due to soaring COVID-19 cases, and an important gold penny discovered in Wiltshire to be offered at auction. Additionally, a Dallas steakhouse features thousand-dollar gold-wrapped meat, and Gold Royalty Corp. reports a significant increase in gold resources at the Beaufor Property. The Tokyo Olympics have also been a focus, with Sunisa Lee winning all-around gold in gymnastics and other athletes achieving gold medals in various sports.",positive
2021-07-31,"Recent news includes stories about Ireland's historical gold, genomic sequencing linking a mystery case to a Victorian outbreak, stricter rules in Sydney due to soaring COVID-19 cases, and an important gold penny discovered in Wiltshire to be offered at auction. Additionally, a Dallas steakhouse features thousand-dollar gold-wrapped meat, and Gold Royalty Corp. reports a significant increase in gold resources at the Beaufor Property. The Tokyo Olympics have also been a focus, with Sunisa Lee winning all-around gold in gymnastics and other athletes achieving gold medals in various sports.",positive
2021-08-01,"Several athletes won gold medals at the Tokyo Olympics, including Emma McKeon, Caeleb Dressel, Matt Wearn, and Artem Dolgopyat. Egypt has signed four gold exploration deals with Barrick Gold Corporation. Gold Fields' earnings surged due to higher gold prices.",positive
2021-08-02,"Several athletes won gold medals at the Tokyo Olympics, including Emma McKeon, Caeleb Dressel, Matt Wearn, and Artem Dolgopyat. Egypt has signed four gold exploration deals with Barrick Gold Corporation. Gold Fields' earnings surged due to higher gold prices.",positive
2021-08-03,"Multiple companies like Fury Gold Mines, Altamira Gold, Japan Gold Corp, Straightup Resources are exploring and drilling for gold in different regions, reporting positive results and expanding their projects. There were changes in management and board of directors for Sylla Gold Corp, Getchell Gold Corp, GoGold. Equinox Gold reports selling 124,712 ounces of gold in the second quarter of 2021.",positive
2021-08-04,"Multiple companies like Fury Gold Mines, Altamira Gold, Japan Gold Corp, Straightup Resources are exploring and drilling for gold in different regions, reporting positive results and expanding their projects. There were changes in management and board of directors for Sylla Gold Corp, Getchell Gold Corp, GoGold. Equinox Gold reports selling 124,712 ounces of gold in the second quarter of 2021.",positive
2021-08-05,"Resolute Mining is set to sell its Bibiani gold mine in Ghana to Asante Gold for $90 million.
Millrock Provides Exploration Update For Alaska Gold Projects.
Belarus' gold and forex reserves were up by 0.4% to $7.4 billion in July.",positive
2021-08-06,"Resolute Mining is set to sell its Bibiani gold mine in Ghana to Asante Gold for $90 million.
Millrock Provides Exploration Update For Alaska Gold Projects.
Belarus' gold and forex reserves were up by 0.4% to $7.4 billion in July.",positive
2021-08-07,"RBI is offering an opportunity to buy cheap gold through the Sovereign Gold Bond Scheme 2021-22 Series V.
Australia's Resolute Mining is set to sell its Bibiani Mine to Asante Gold for US$90 million.
A police team has been formed to investigate a gold scam at a bank in Karachi.",neutral
2021-08-08,"RBI is offering an opportunity to buy cheap gold through the Sovereign Gold Bond Scheme 2021-22 Series V.
Australia's Resolute Mining is set to sell its Bibiani Mine to Asante Gold for US$90 million.
A police team has been formed to investigate a gold scam at a bank in Karachi.",neutral
2021-08-09,An elderly man went missing while prospecting for gold in the Australian Outback. Government mobilizes funds from Sovereign Gold Bond Scheme. American Pacific Mining Leases the Red Hill Project in Nevada Gold District.,neutral
2021-08-10,An elderly man went missing while prospecting for gold in the Australian Outback. Government mobilizes funds from Sovereign Gold Bond Scheme. American Pacific Mining Leases the Red Hill Project in Nevada Gold District.,neutral
2021-08-11,"-Kyrgyzstan is formally separating from Canada's Centerra Gold over the Kumtor mine.
-Six policemen in Bangladesh were arrested for robbing gold bars from a businessman.
-Gold prices in India are trending downward, currently at Rs 45,280 per 10 grams.",negative
2021-08-12,"-Kyrgyzstan is formally separating from Canada's Centerra Gold over the Kumtor mine.
-Six policemen in Bangladesh were arrested for robbing gold bars from a businessman.
-Gold prices in India are trending downward, currently at Rs 45,280 per 10 grams.",negative
2021-08-13,"Gold prices are currently at Rs 45,540 per 10 gm, while silver is trending at Rs 62,300 a kg. Lower gold prices have revived demand. 21 suspects were arrested in Gauteng for running an illegal gold processing refinery.
",positive
2021-08-14,"Gold prices are currently at Rs 45,540 per 10 gm, while silver is trending at Rs 62,300 a kg. Lower gold prices have revived demand. 21 suspects were arrested in Gauteng for running an illegal gold processing refinery.
",positive
2021-08-15,"UBS advises investors to sell gold before losses increase as gold prices stall. DRI arrests three individuals in Mumbai for gold smuggling. A diver discovers a gold coin worth $98,000 from a 400-year-old Spanish shipwreck.",neutral
2021-08-16,"UBS advises investors to sell gold before losses increase as gold prices stall. DRI arrests three individuals in Mumbai for gold smuggling. A diver discovers a gold coin worth $98,000 from a 400-year-old Spanish shipwreck.",neutral
2021-08-17,"Gold prices rose to more than a one-week high due to concerns about the surge in COVID-19 cases and weaker yields. Several companies are exploring and drilling for gold in various locations, including Yukon, Idaho, Nevada, Newfoundland, and British Columbia. Palantir has bought $50 million in gold bars as a hedge against future black swan events.",positive
2021-08-18,"Gold prices rose to more than a one-week high due to concerns about the surge in COVID-19 cases and weaker yields. Several companies are exploring and drilling for gold in various locations, including Yukon, Idaho, Nevada, Newfoundland, and British Columbia. Palantir has bought $50 million in gold bars as a hedge against future black swan events.",positive
2021-08-19,Gold prices slipped due to rallying U.S. dollar and talks of the Federal Reserve tapering. Goldman Sachs is set to acquire NN Investment Partners. There have been discoveries of gold mineralization at Mulgabbie.,negative
2021-08-20,Gold prices slipped due to rallying U.S. dollar and talks of the Federal Reserve tapering. Goldman Sachs is set to acquire NN Investment Partners. There have been discoveries of gold mineralization at Mulgabbie.,negative
2021-08-21,"Gold prices experienced a slight decrease, slipping to Rs94,000 per 10 grams. Jewellers across the country are planning a strike due to government regulations on hallmarking, while the government is asking them to reconsider. Concerns arise over Afghanistan's gold reserves held in the New York Fed.",negative
2021-08-22,"Gold prices experienced a slight decrease, slipping to Rs94,000 per 10 grams. Jewellers across the country are planning a strike due to government regulations on hallmarking, while the government is asking them to reconsider. Concerns arise over Afghanistan's gold reserves held in the New York Fed.",negative
2021-08-23,"Gold prices are expected to increase, and hallmarking rules are being implemented. Multiple companies are exploring and reporting gold discoveries in different regions, including Burkina Faso, Finland, and Canada. There are also reports of gold smuggling, theft, and strikes against hallmarking rules.",positive
2021-08-24,"Gold prices are expected to increase, and hallmarking rules are being implemented. Multiple companies are exploring and reporting gold discoveries in different regions, including Burkina Faso, Finland, and Canada. There are also reports of gold smuggling, theft, and strikes against hallmarking rules.",positive
2021-08-25,"Oil prices are rising, while gold prices remain steady. Mantaro Silver Corp is set to acquire up to an 80% interest in the fully-permitted Golden Hill Property in Bolivia. Harmony Gold Mining anticipates higher earnings for fiscal year 2021 compared to the previous year.
",positive
2021-08-26,"Oil prices are rising, while gold prices remain steady. Mantaro Silver Corp is set to acquire up to an 80% interest in the fully-permitted Golden Hill Property in Bolivia. Harmony Gold Mining anticipates higher earnings for fiscal year 2021 compared to the previous year.
",positive
2021-08-27,"Cabral Gold's drill results from Brazil double the size of the gold oxide blanket. Emmerson Resources' drilling and drone survey results enhance Mauretania gold potential. Gold Fields would consider joint ventures to bolster output.
",positive
2021-08-28,"Cabral Gold's drill results from Brazil double the size of the gold oxide blanket. Emmerson Resources' drilling and drone survey results enhance Mauretania gold potential. Gold Fields would consider joint ventures to bolster output.
",positive
2021-08-29,"Chinese millennials are showing increased interest in gold, driving demand. Russia warns the West against blocking Afghanistan's gold reserves. Air Intelligence Unit seizes gold at Kannur Airport in Kerala, while customs officials catch gold concealed in pants.",positive
2021-08-30,"Chinese millennials are showing increased interest in gold, driving demand. Russia warns the West against blocking Afghanistan's gold reserves. Air Intelligence Unit seizes gold at Kannur Airport in Kerala, while customs officials catch gold concealed in pants.",positive
2021-08-31,"Gold prices are expected to rise in the future, according to experts. Goldplay has signed an option agreement to acquire 100% interest in two large BC properties with district-scale potential for high-grade epithermal gold and copper-gold porphyry deposits. Iamgold has suspended convoys to its Burkina Faso gold mine after an attack.
",positive
2021-09-01,"Gold prices are expected to rise in the future, according to experts. Goldplay has signed an option agreement to acquire 100% interest in two large BC properties with district-scale potential for high-grade epithermal gold and copper-gold porphyry deposits. Iamgold has suspended convoys to its Burkina Faso gold mine after an attack.
",positive
2021-09-02,"Recent news includes discoveries of new gold vein systems by Patagonia Gold, positive drilling results for Cervantes Corporation's Primrose Gold Project, and an increase in mineral resources for African Gold Group's Kobada Gold Project. StraightUp Resources is conducting surveys on its RLX properties, and Snowline Gold has intersected promising veins at its Jupiter project. Additionally, there have been reports of illegal gold mining driving Amazon destruction and a gold shop robbery in Thailand.
",positive
2021-09-03,"Recent news includes discoveries of new gold vein systems by Patagonia Gold, positive drilling results for Cervantes Corporation's Primrose Gold Project, and an increase in mineral resources for African Gold Group's Kobada Gold Project. StraightUp Resources is conducting surveys on its RLX properties, and Snowline Gold has intersected promising veins at its Jupiter project. Additionally, there have been reports of illegal gold mining driving Amazon destruction and a gold shop robbery in Thailand.
",positive
2021-09-04,"Several gold-related events occurred, including Tietto Minerals discussing their gold mining story, I-80 Gold hosting a conference call, and the Texas Chinese engaging in a Bitcoin gold rush. In Malaysia, hopes were high for achieving a three-gold target, while in Colorado, a doctor found fake COVID vaccine card ads. Other events included a forensic audit clearing a Golden Corral operator of PPP fraud allegations, a gold star family criticizing President Biden, and Winchester police sergeants receiving a gold award for valor.

In sports, Haider Ali was lauded for winning a gold medal in the Tokyo Paralympics, and India's gold rush continued at the same event, with Manish Narwal winning gold in shooting. Additionally, a jewellery shop was robbed of two kg of gold, and 3750 gms of gold were seized at an airport. DRDGold is expected to post a doubling in share earnings.

Goldman Sachs hired bankers amidst a deal surge in the Middle East, and a new book highlighted the history of West Virginia. IAMGold suspended convoys from Essakane following an attack.",positive
2021-09-05,"Several gold-related events occurred, including Tietto Minerals discussing their gold mining story, I-80 Gold hosting a conference call, and the Texas Chinese engaging in a Bitcoin gold rush. In Malaysia, hopes were high for achieving a three-gold target, while in Colorado, a doctor found fake COVID vaccine card ads. Other events included a forensic audit clearing a Golden Corral operator of PPP fraud allegations, a gold star family criticizing President Biden, and Winchester police sergeants receiving a gold award for valor.

In sports, Haider Ali was lauded for winning a gold medal in the Tokyo Paralympics, and India's gold rush continued at the same event, with Manish Narwal winning gold in shooting. Additionally, a jewellery shop was robbed of two kg of gold, and 3750 gms of gold were seized at an airport. DRDGold is expected to post a doubling in share earnings.

Goldman Sachs hired bankers amidst a deal surge in the Middle East, and a new book highlighted the history of West Virginia. IAMGold suspended convoys from Essakane following an attack.",positive
2021-09-06,India's gold imports nearly doubled in August due to a price correction ahead of festivals. A treasure hunter in Denmark discovered a large gold hoard from the Iron Age. Russia's gold exports decreased by 61% in the first half of the year.,negative
2021-09-07,India's gold imports nearly doubled in August due to a price correction ahead of festivals. A treasure hunter in Denmark discovered a large gold hoard from the Iron Age. Russia's gold exports decreased by 61% in the first half of the year.,negative
2021-09-08,Gold held steady amidst growth worries. Gold prices in India saw a rise in the domestic markets. Russia's gold exports increased by 6% to 120 tonnes in the first half of the year.,positive
2021-09-09,Gold held steady amidst growth worries. Gold prices in India saw a rise in the domestic markets. Russia's gold exports increased by 6% to 120 tonnes in the first half of the year.,positive
2021-09-10,"Sibanye Stillwater is considering mandatory Covid-19 vaccinations for its employees.
The EPA is moving to block a controversial Alaskan gold mine, reversing the Trump administration's stance.
Indian gold buyers are on the sidelines, hoping for a clear price trend.",neutral
2021-09-11,"Sibanye Stillwater is considering mandatory Covid-19 vaccinations for its employees.
The EPA is moving to block a controversial Alaskan gold mine, reversing the Trump administration's stance.
Indian gold buyers are on the sidelines, hoping for a clear price trend.",neutral
2021-09-12,Gold worth Rs 22 lakh was seized from a Dubai passenger at the airport. Taliban claims to have seized millions in cash and gold bricks from the house of the self-declared Afghan President Saleh. Victoria Gold reported record-setting gold production in August.,neutral
2021-09-13,Gold worth Rs 22 lakh was seized from a Dubai passenger at the airport. Taliban claims to have seized millions in cash and gold bricks from the house of the self-declared Afghan President Saleh. Victoria Gold reported record-setting gold production in August.,neutral
2021-09-14,"Recent news highlights various aspects of the gold market, including seizures of gold from residences, discoveries of new gold deposits, and efforts to combat gold smuggling. Some reports mention the Taliban seizing millions in cash and gold bars, while others detail gold mining companies making new discoveries and expanding their projects. Additionally, there are discussions around stricter measures against gold smuggling, with a minister advocating for capital punishment.",neutral
2021-09-15,"Recent news highlights various aspects of the gold market, including seizures of gold from residences, discoveries of new gold deposits, and efforts to combat gold smuggling. Some reports mention the Taliban seizing millions in cash and gold bars, while others detail gold mining companies making new discoveries and expanding their projects. Additionally, there are discussions around stricter measures against gold smuggling, with a minister advocating for capital punishment.",neutral
2021-09-16,"Recent news highlights various aspects of the gold market, including the seizure of smuggled gold at airports in India and Afghanistan, efforts to halt gold smuggling in Ghana, and a fake gold scam in Kenya that defrauded an investor. Additionally, there are reports of new gold discoveries, mining projects, and exploration updates from companies like Nevada Exploration, Getchell Gold, and Golden Minerals. Harmony Gold Mining has also reached a wage agreement with labor unions in South Africa.",positive
2021-09-17,"Recent news highlights various aspects of the gold market, including the seizure of smuggled gold at airports in India and Afghanistan, efforts to halt gold smuggling in Ghana, and a fake gold scam in Kenya that defrauded an investor. Additionally, there are reports of new gold discoveries, mining projects, and exploration updates from companies like Nevada Exploration, Getchell Gold, and Golden Minerals. Harmony Gold Mining has also reached a wage agreement with labor unions in South Africa.",positive
2021-09-18,"Talisker has completed the acquisition of the outstanding royalties on the Ladner Gold Project. The London Bullion Market Association suspended a Kyrgyz gold refinery due to responsible sourcing failures. In Uganda, the country has lost Shs400b in gold tax in two months.
",negative
2021-09-19,"Talisker has completed the acquisition of the outstanding royalties on the Ladner Gold Project. The London Bullion Market Association suspended a Kyrgyz gold refinery due to responsible sourcing failures. In Uganda, the country has lost Shs400b in gold tax in two months.
",negative
2021-09-20,Experts are estimating selling in gold and silver. Ghana aims to secure its position as Africa's leading gold producer. Swiss gold exports to India surged to a 5-month high in August.,positive
2021-09-21,Experts are estimating selling in gold and silver. Ghana aims to secure its position as Africa's leading gold producer. Swiss gold exports to India surged to a 5-month high in August.,positive
2021-09-22,"Sunstone Metals reports positive drill results for gold and copper in Ecuador. Tietto Minerals has reported high-grade gold hits at its Abujar project, further de-risking the project. Gold price is expected to have a three-week downtrend.",positive
2021-09-23,"Sunstone Metals reports positive drill results for gold and copper in Ecuador. Tietto Minerals has reported high-grade gold hits at its Abujar project, further de-risking the project. Gold price is expected to have a three-week downtrend.",positive
2021-09-24,"- GGX Gold Corp retains 360 Aviation for IR services.
- Ghana's gold production status is threatened by smuggling.
- Medallion Metals is on track for year-end completion of Ravensthorpe Gold Project drill program.
",negative
2021-09-25,"- GGX Gold Corp retains 360 Aviation for IR services.
- Ghana's gold production status is threatened by smuggling.
- Medallion Metals is on track for year-end completion of Ravensthorpe Gold Project drill program.
",negative
2021-09-26,"Bolivia is seeking to stabilize its economy with vaccines and gold.
Gold maintained its haven status during the Evergrande selloff.
Poland aims to increase its gold reserves.",positive
2021-09-27,"Bolivia is seeking to stabilize its economy with vaccines and gold.
Gold maintained its haven status during the Evergrande selloff.
Poland aims to increase its gold reserves.",positive
2021-09-28,"Here's a summary of gold-related news based on the provided URLs:

Several companies are actively involved in gold exploration and mining projects, reporting positive exploration results and expanding their projects in various regions. There have been incidents of gold smuggling, with individuals caught concealing gold in different ways. Additionally, economic factors such as carbon emission plans are impacting gold and PGM miners, while central banks are purchasing gold to strengthen foreign reserves.
",positive
2021-09-29,"Here's a summary of gold-related news based on the provided URLs:

Several companies are actively involved in gold exploration and mining projects, reporting positive exploration results and expanding their projects in various regions. There have been incidents of gold smuggling, with individuals caught concealing gold in different ways. Additionally, economic factors such as carbon emission plans are impacting gold and PGM miners, while central banks are purchasing gold to strengthen foreign reserves.
",positive
